"","MMT","MY","MileGrpATC","prob.Estimate","prob.Est.Error","prob.Q2.5","prob.Q97.5"
"27","Acura TLX","2020","3",5.35199222930152e-09,9.6152038829403e-07,-1.95407073952456e-06,1.94646868782224e-06
"28","Alfa Romeo Giulia","2018","1",2.84421912149724e-10,5.67189478812923e-07,-1.12167873425572e-06,1.14333714086378e-06
"29","Alfa Romeo Giulia","2018","2",2.63114734495558e-09,5.61876849138834e-07,-1.11440296058104e-06,1.1262576609185e-06
"30","Alfa Romeo Giulia","2018","3",6.0209163056876e-09,6.19740998387743e-07,-1.2098471498185e-06,1.2516474517954e-06
"31","Alfa Romeo Giulia","2019","1",-1.53580155583898e-09,5.58837026806015e-07,-1.12067444960282e-06,1.11072938074632e-06
"32","Alfa Romeo Giulia","2019","2",6.89773909815473e-10,6.11003366840029e-07,-1.2046967873381e-06,1.20774961928761e-06
"33","Alfa Romeo Giulia","2019","3",2.8833129208613e-09,6.66579886842179e-07,-1.32779148594745e-06,1.33669902783907e-06
"34","Alfa Romeo Giulia","2020","1",2.53326653985917e-09,5.8113725392498e-07,-1.14229764136282e-06,1.14324642962067e-06
"35","Alfa Romeo Giulia","2020","2",-3.83338431839979e-09,6.26523951109009e-07,-1.24673774252913e-06,1.24819543977364e-06
"36","Alfa Romeo Stelvio","2018","1",0.000314944572856146,0.124569040489897,-0.242582680284418,0.24502574987227
"37","Alfa Romeo Stelvio","2018","2",0.0427081457967134,0.123487667806621,-0.196473358997184,0.286096455267662
"38","Alfa Romeo Stelvio","2018","3",-0.00158969717256206,0.128502325741411,-0.251678279399067,0.25233770833882
"39","Alfa Romeo Stelvio","2019","1",-0.000211257337675407,0.126195500155364,-0.246853356539464,0.246392423607633
"40","Alfa Romeo Stelvio","2019","2",-0.000157370820143458,0.126342562304918,-0.247096684811927,0.245666029386538
"41","Alfa Romeo Stelvio","2019","3",4.84686649087051e-06,0.134386632925012,-0.267225615059593,0.264846164668474
"42","Alfa Romeo Stelvio","2020","1",-0.00118818599905332,0.133857353947117,-0.263534103128942,0.262299343931283
"43","Audi A3","2018","1",1.07296903353585e-08,7.16156946306398e-07,-1.41634740541455e-06,1.45266826755438e-06
"44","Audi A3","2018","2",5.16703821584956e-09,7.3514311917321e-07,-1.45376562450625e-06,1.47370025496409e-06
"45","Audi A3","2018","3",7.69532353631993e-09,7.32179035976244e-07,-1.45982865466178e-06,1.47267710119053e-06
"46","Audi A3","2019","1",-1.71624173761042e-08,7.25727623819386e-07,-1.48653574911601e-06,1.43001678809e-06
"47","Audi A3","2019","2",2.5776904409065e-09,7.46719722085188e-07,-1.48661311838418e-06,1.50115847438631e-06
"48","Audi A3","2019","3",6.7192305509637e-09,8.1971595955346e-07,-1.63961623256086e-06,1.62668139142966e-06
"49","Audi A3","2020","1",-1.68838538384811e-08,9.96427913569536e-07,-2.0254507020032e-06,1.96588596846489e-06
"50","Audi A3","2020","2",2.32801492886854e-09,8.24862045801277e-07,-1.64715274319641e-06,1.64484028471059e-06
"51","Audi A3","2020","3",-1.44484670076177e-09,8.14953647482637e-07,-1.61908802288522e-06,1.6263034457636e-06
"52","Audi A4/Audi Allroad","2018","1",-9.97623965584892e-05,0.0506071083830608,-0.0998958389663757,0.0984679880980368
"53","Audi A4/Audi Allroad","2018","2",0.00889200734260886,0.0499794348009589,-0.0890945924519197,0.107377348831154
"54","Audi A4/Audi Allroad","2018","3",-0.000210166449781727,0.0504953050933816,-0.099654711181938,0.0988337720390872
"55","Audi A4/Audi Allroad","2019","1",6.44899167941735e-05,0.0506742910045123,-0.0977980190789516,0.100398613400366
"56","Audi A4/Audi Allroad","2019","2",0.000582093577284395,0.0506841266431552,-0.0987710022966256,0.100015652964768
"57","Audi A4/Audi Allroad","2019","3",-0.000129257446997343,0.0520008473702579,-0.102496140230049,0.101887309405832
"58","Audi A4/Audi Allroad","2020","1",0.00019699197753732,0.0511340630333097,-0.0988212199609962,0.100747533293801
"59","Audi A4/Audi Allroad","2020","2",0.000175364847358332,0.0534907376919888,-0.10445006172601,0.105314157445595
"60","Audi A4/Audi Allroad","2020","3",0.000670285483442555,0.0703624043967572,-0.138633340195726,0.136824600458591
"61","Audi A5/Audi S5","2018","1",0.0126075122757,0.0523756353236003,-0.0914603850806858,0.115205276235743
"62","Audi A5/Audi S5","2018","2",-0.000175443685350203,0.0526725915751134,-0.105558641198952,0.102910482518731
"63","Audi A5/Audi S5","2018","3",-0.000570473659842617,0.0527726187430349,-0.103872517074696,0.102922548324266
"64","Audi A5/Audi S5","2019","1",0.000463019765399166,0.0524387389673636,-0.102266125906252,0.102656912248519
"65","Audi A5/Audi S5","2019","2",7.04678292003739e-05,0.0526807973519222,-0.104310070414171,0.102461261020142
"66","Audi A5/Audi S5","2019","3",0.000367165427058711,0.0558334312187668,-0.109570212536042,0.109028453285735
"67","Audi A5/Audi S5","2020","1",0.000556242533304359,0.0555659975146487,-0.107407485597502,0.109573175054618
"68","Audi A5/Audi S5","2020","2",-0.000209771877008644,0.0608768730617753,-0.11913654783949,0.118945783590222
"69","Audi A5/Audi S5","2020","3",0.000287330240252814,0.0566771633408065,-0.111423006732006,0.110723190591914
"70","Audi A6","2018","1",0.000650425685378479,0.0761816540973699,-0.148320923744613,0.150021777900611
"71","Audi A6","2018","2",0.00017573359754772,0.0768866841159882,-0.148756076699791,0.1528403265645
"72","Audi A6","2018","3",0.000298418101018695,0.0775852280387101,-0.152038050663293,0.154239170126147
"73","Audi A6","2019","1",-0.000216402628917158,0.075884289124064,-0.150006272941451,0.148630963024785
"74","Audi A6","2019","2",2.66702744514565e-05,0.0763273483543439,-0.149790660753143,0.149944856384937
"75","Audi A6","2019","3",0.0437404482737513,0.0766214067073425,-0.106564595507255,0.195289163917354
"76","Audi A6","2020","1",-0.000719921762579133,0.0842320333674692,-0.165592957554579,0.164257373563647
"77","Audi A6","2020","2",-0.000185152291585692,0.0916554273636824,-0.180532518567315,0.177712121959342
"78","Audi A6","2020","3",-0.00050479880129541,0.104840410305895,-0.208245899045136,0.203451860358803
"79","Audi A7","2018","1",8.29299345845324e-09,6.915016215037e-07,-1.3721631137432e-06,1.40150832931937e-06
"80","Audi A7","2018","2",3.58975240574029e-09,6.94480392518148e-07,-1.36837144470572e-06,1.40423716892861e-06
"81","Audi A7","2018","3",2.44306297160638e-09,6.88771825652799e-07,-1.38159249829819e-06,1.37893933135535e-06
"82","Audi A7","2019","1",4.58056803755397e-09,6.58030316558838e-07,-1.3231543464919e-06,1.33727286328134e-06
"83","Audi A7","2019","2",-5.39636000341123e-09,6.51209677119217e-07,-1.30851755370504e-06,1.31375615181811e-06
"84","Audi A7","2019","3",-7.28719229845453e-09,7.12709588473385e-07,-1.44312406137248e-06,1.40002592159433e-06
"85","Audi A7","2020","1",2.6167595729994e-10,7.36003958851515e-07,-1.48267491236244e-06,1.48403983276076e-06
"86","Audi A7","2020","2",6.97650318781616e-09,9.03398729776411e-07,-1.80515661014691e-06,1.82307168928787e-06
"87","Audi Q3","2018","1",0.00200579115010659,0.128731797972285,-0.249636470870897,0.253416629267511
"88","Audi Q3","2018","2",-0.000277064327494387,0.128349525765719,-0.248791961510097,0.251456696088538
"89","Audi Q3","2018","3",0.000337174737898998,0.130831497106303,-0.2557335912851,0.258599692238323
"90","Audi Q3","2019","1",0.0669233811310363,0.130543172625186,-0.188830373264846,0.322539054477119
"91","Audi Q3","2019","2",0.000239130703411639,0.136063672885386,-0.267070070386286,0.268169063917337
"92","Audi Q3","2020","1",0.00026713638121562,0.128849753713712,-0.252481999233602,0.252240509253947
"93","Audi Q3","2020","2",0.0715956897911776,0.13030794804751,-0.182081089909351,0.32634655901992
"94","Audi Q3","2020","3",0.000178402632186542,0.13012398780505,-0.253275421062888,0.254411070916442
"95","Audi Q5","2018","1",0.00625651597810642,0.0633585524692739,-0.119180742871862,0.131000606258215
"96","Audi Q5","2018","2",0.00801458425671578,0.06296390389479,-0.116699709736747,0.132166237692088
"97","Audi Q5","2018","3",0.000545710520198802,0.0629716383424119,-0.122420205043416,0.124322178017988
"98","Audi Q5","2019","1",-0.000117848292417481,0.0635125945815543,-0.123822604762924,0.124551916206919
"99","Audi Q5","2019","2",0.00907594437070916,0.063280533926793,-0.114731126047688,0.13336745055977
"100","Audi Q5","2019","3",0.000351960686717992,0.0638416424946777,-0.123691518046825,0.124710932326603
"101","Audi Q5","2020","1",0.000184513505475323,0.0642692143950237,-0.125405413442922,0.125760408156397
"102","Audi Q5","2020","2",-1.63177876373728e-05,0.0643665716587604,-0.124797226408951,0.12717233561279
"103","Audi Q5","2020","3",-0.000659304687782109,0.0656780872915798,-0.128114472763952,0.12771648346837
"104","Audi Q7","2018","1",3.87492822511549e-05,0.0444480929815714,-0.0877343860552069,0.0879262090933687
"105","Audi Q7","2018","2",0.00799524146541186,0.0443445204293532,-0.07834845552827,0.0961901621960217
"106","Audi Q7","2018","3",-0.000184350479412353,0.0442525634671462,-0.0857243524895743,0.086939913452907
"107","Audi Q7","2019","1",0.000561319690364336,0.0442427550370157,-0.0858091007532514,0.0868842455332199
"108","Audi Q7","2019","2",5.35540718279706e-05,0.0446495980568066,-0.0881958369481396,0.0866687292466747
"109","Audi Q7","2019","3",-1.06937430956661e-05,0.0447219230849906,-0.087324977563567,0.0880008634328749
"110","Audi Q7","2020","1",-0.000224118485396898,0.0459224616729342,-0.089961783639979,0.0892171151297478
"111","Audi Q7","2020","2",0.000751762401734476,0.0463200887492369,-0.0899427090535639,0.0906584911832814
"112","Audi Q7","2020","3",-0.000479669553849405,0.0538991325646195,-0.106656774744889,0.104495917179143
"113","Audi Q8","2019","1",1.61770018953228e-09,8.56233986326329e-07,-1.7522411968443e-06,1.75702511794347e-06
"114","Audi Q8","2019","2",-8.60360958478457e-09,8.45292042621854e-07,-1.73176256611882e-06,1.73129321597401e-06
"115","Audi Q8","2019","3",-1.24678616575193e-09,8.83143538069524e-07,-1.79157886167146e-06,1.80575773939981e-06
"116","Audi Q8","2020","1",-1.07799192058935e-08,9.04308802850404e-07,-1.87416415864904e-06,1.81463885726552e-06
"117","Audi Q8","2020","2",5.01740656023086e-09,9.23010255485994e-07,-1.87227950060093e-06,1.8852285938145e-06
"118","Audi Q8","2020","3",-6.84386523779248e-09,1.02297727756462e-06,-2.10891808218154e-06,2.10887780268557e-06
"119","Audi S4","2018","1",-1.31691724763675e-09,5.83264792292699e-07,-1.17647276286291e-06,1.17919829735643e-06
"120","Audi S4","2018","2",3.70034149155829e-09,5.8551806383463e-07,-1.16341715572596e-06,1.14751518913333e-06
"121","Audi S4","2018","3",1.83336961554516e-09,6.07179557530435e-07,-1.19522423992912e-06,1.21120140133915e-06
"122","Audi S4","2019","1",3.53867961202817e-09,5.76141787288598e-07,-1.13730673787543e-06,1.15339246849015e-06
"123","Audi S4","2019","2",-4.28375115121029e-09,6.24744798706325e-07,-1.2499731170097e-06,1.24157881766755e-06
"124","Audi S4","2019","3",-8.39348112432738e-09,6.23391305478031e-07,-1.2506743172563e-06,1.23322390272754e-06
"125","Audi S4","2020","1",-5.90038397844788e-09,6.7416658024387e-07,-1.33778959129821e-06,1.3347370589197e-06
"126","Audi S4","2020","2",7.75013642986838e-09,6.87682485100145e-07,-1.36616771848532e-06,1.36833996827233e-06
"127","Audi e-tron","2019","1",-9.00469786833725e-09,7.29602105142309e-07,-1.48168073086689e-06,1.48088757295473e-06
"128","Audi e-tron","2019","2",-2.99316645901628e-09,7.4637459307082e-07,-1.50940018595628e-06,1.51458867022632e-06
"129","Audi e-tron","2019","3",-1.55231100525619e-09,8.07909341784473e-07,-1.61561900658769e-06,1.62624571189848e-06
"130","Audi e-tron","2020","2",9.70698025912779e-09,1.01600710098744e-06,-2.02135040959986e-06,2.06066318503978e-06
"131","Audi e-tron","2020","3",1.64312739705295e-09,8.79855306008127e-07,-1.76154914175014e-06,1.80734713708875e-06
"132","BMW 2 Series","2018","1",0.0211962154018274,0.0837554277030717,-0.145172889347428,0.184788076243513
"133","BMW 2 Series","2018","2",0.000628549576636392,0.0839596535411964,-0.16349870160345,0.166503148753736
"134","BMW 2 Series","2018","3",-0.000555212002583596,0.0880666494951631,-0.174144679362496,0.172551768172898
"135","BMW 2 Series","2019","1",-9.14186476633137e-05,0.0852574334734537,-0.16520633610721,0.16839158292139
"136","BMW 2 Series","2019","2",0.000110482652195569,0.0863385587348453,-0.168996204433167,0.167638741519383
"137","BMW 2 Series","2019","3",0.000638623836992531,0.089566122793664,-0.17537302677752,0.177110869306114
"138","BMW 2 Series","2020","1",-8.66560910651811e-05,0.0867507303788361,-0.172538105857844,0.168498908078424
"139","BMW 2 Series","2020","2",-0.00045258662087358,0.0856026827741781,-0.168148743230685,0.169387242077996
"140","BMW 2 Series","2020","3",-0.000768691665671626,0.0864145867354966,-0.168926855359161,0.169331195583312
"141","BMW 3 Series/BMW 3 Series Gran Turismo","2018","1",0.0129490805284777,0.0570982056418343,-0.0989906396529973,0.124741535368734
"142","BMW 3 Series/BMW 3 Series Gran Turismo","2018","2",-0.000336028410856143,0.0568164219543715,-0.111330448663156,0.110963769355995
"143","BMW 3 Series/BMW 3 Series Gran Turismo","2018","3",-3.44699941142825e-05,0.0586026028014265,-0.115758759546799,0.114961236120117
"144","BMW 3 Series/BMW 3 Series Gran Turismo","2019","1",-0.000109838042071932,0.0573884745740692,-0.111977285161815,0.112586903064583
"145","BMW 3 Series/BMW 3 Series Gran Turismo","2019","2",0.000229462706891839,0.0575894357934855,-0.11270986788258,0.113354342453604
"146","BMW 3 Series/BMW 3 Series Gran Turismo","2019","3",0.00051493158960591,0.0583632356257742,-0.113711340761908,0.114540628923684
"147","BMW 3 Series/BMW 3 Series Gran Turismo","2020","1",8.12476769477673e-05,0.0577674952675428,-0.112737947376531,0.114094627771799
"148","BMW 3 Series/BMW 3 Series Gran Turismo","2020","2",-9.09012686475878e-05,0.0572306393223316,-0.112751913794339,0.112681918259026
"149","BMW 3 Series/BMW 3 Series Gran Turismo","2020","3",0.000411677261907207,0.0573539277952205,-0.112449841424743,0.112246413819145
"150","BMW 4 Series","2018","1",-8.8700157729679e-09,1.17231769297674e-06,-2.41114937577532e-06,2.42414408931833e-06
"151","BMW 4 Series","2018","2",5.25418968653045e-09,1.16866097192184e-06,-2.38783761153115e-06,2.42002592692617e-06
"152","BMW 4 Series","2018","3",-2.35573781751653e-09,1.19110465601679e-06,-2.43059904579816e-06,2.40855005793735e-06
"153","BMW 4 Series","2019","1",4.50810681826642e-09,1.19636633034502e-06,-2.45256252656608e-06,2.4329053579449e-06
"154","BMW 4 Series","2019","2",-9.13722423268849e-09,1.16123193839947e-06,-2.35803069638759e-06,2.37712269385836e-06
"155","BMW 4 Series","2019","3",1.23848528021213e-09,1.1676679246787e-06,-2.38376388038524e-06,2.40198822206539e-06
"156","BMW 4 Series","2020","1",5.5931875856573e-09,1.25587924848916e-06,-2.56533687339969e-06,2.60438345880662e-06
"157","BMW 4 Series","2020","2",8.51382926521421e-10,1.19541383792124e-06,-2.43669943284613e-06,2.40420029732724e-06
"158","BMW 4 Series","2020","3",-5.96778443181513e-09,1.21667270556876e-06,-2.54289092961792e-06,2.46766731783099e-06
"159","BMW 5 Series/BMW 5 Series Gran Turismo","2018","1",0.000182220873632973,0.0735958109775105,-0.144366880802152,0.144252410482303
"160","BMW 5 Series/BMW 5 Series Gran Turismo","2018","2",0.0135742365730235,0.0738010333823816,-0.130861170571059,0.1577650550514
"161","BMW 5 Series/BMW 5 Series Gran Turismo","2018","3",0.0262347756417548,0.0742086475355077,-0.118761397065058,0.171601675432018
"162","BMW 5 Series/BMW 5 Series Gran Turismo","2019","1",-0.000502515393234457,0.0738413930186107,-0.147003307645055,0.144548251058766
"163","BMW 5 Series/BMW 5 Series Gran Turismo","2019","2",-0.000381724541287203,0.0734870482136361,-0.145933336965766,0.142217984624185
"164","BMW 5 Series/BMW 5 Series Gran Turismo","2019","3",0.000224729342585015,0.0741138740274033,-0.144420948857989,0.146144751331709
"165","BMW 5 Series/BMW 5 Series Gran Turismo","2020","1",-0.00100543012786315,0.0752383040233565,-0.147737292584127,0.146023115803716
"166","BMW 5 Series/BMW 5 Series Gran Turismo","2020","2",-0.000575711947702728,0.0745136302998021,-0.1462387487186,0.146576163794296
"167","BMW 5 Series/BMW 5 Series Gran Turismo","2020","3",-0.000192553903520284,0.0758644244326606,-0.150592137551984,0.146939483092009
"168","BMW 7 Series","2018","1",5.13229232090089e-09,8.21550228490514e-07,-1.66833139650471e-06,1.70085924899735e-06
"169","BMW 7 Series","2018","2",2.29768809266608e-10,7.90686953123637e-07,-1.6170343716479e-06,1.60052426754187e-06
"170","BMW 7 Series","2018","3",3.9994895598565e-10,8.03905398799863e-07,-1.65989352390898e-06,1.6306985069224e-06
"171","BMW 7 Series","2019","1",2.91196007154436e-09,8.1044500018832e-07,-1.64580141108641e-06,1.6460883485253e-06
"172","BMW 7 Series","2019","2",-8.51482222807338e-09,7.74926862286623e-07,-1.58442934963015e-06,1.58031555133749e-06
"173","BMW 7 Series","2019","3",-6.71667285023723e-09,7.82440167011204e-07,-1.58405705174202e-06,1.61447562668267e-06
"174","BMW 7 Series","2020","1",-6.74950365961381e-09,8.23732407154413e-07,-1.70959129585294e-06,1.67693090671684e-06
"175","BMW 7 Series","2020","2",-4.54199735999723e-09,8.28497723145442e-07,-1.68152527779526e-06,1.69964765043344e-06
"176","BMW 7 Series","2020","3",-2.14338561484615e-09,8.13269537395269e-07,-1.66868953463638e-06,1.66411534644492e-06
"177","BMW X1","2018","1",0.031235017686074,0.0875239741212099,-0.140836592500228,0.202639206607358
"178","BMW X1","2018","2",8.47118755561738e-05,0.0873506196192306,-0.173285542629288,0.172547952921262
"179","BMW X1","2018","3",-0.000189714179455479,0.0875979905060581,-0.173611050448136,0.171722539075133
"180","BMW X1","2019","1",0.000211977058866757,0.0888192760904754,-0.175005568611295,0.172392153608899
"181","BMW X1","2019","2",0.00200481626585459,0.0884069614543116,-0.170316785743584,0.175931098682684
"182","BMW X1","2019","3",-0.000219016400432945,0.0919119134992054,-0.180573648093948,0.180614492864044
"183","BMW X1","2020","1",-0.000268118475118805,0.0905958693441928,-0.177380760084802,0.176991673039046
"184","BMW X1","2020","2",-0.000144399631514938,0.0885616209576676,-0.172048495318653,0.172057087427158
"185","BMW X1","2020","3",0.000760790917261072,0.0977653924454316,-0.192282527374301,0.193003100972266
"186","BMW X2","2018","1",1.15347632133934e-11,8.01448383871758e-07,-1.6510211635712e-06,1.67440573094313e-06
"187","BMW X2","2018","2",4.83122858482037e-09,8.4954501942386e-07,-1.77379022864914e-06,1.7512218226912e-06
"188","BMW X2","2018","3",-2.51757197678088e-08,9.02423172175503e-07,-1.90618460256253e-06,1.804671531212e-06
"189","BMW X2","2019","1",-1.30516742131611e-08,8.22853924822193e-07,-1.71531125240063e-06,1.69071045006126e-06
"190","BMW X2","2019","2",-3.71750063644829e-09,8.70827467451122e-07,-1.83307581033078e-06,1.80088429432168e-06
"191","BMW X2","2019","3",7.18112507122435e-10,9.54556234788955e-07,-1.97264568639072e-06,1.99182422071088e-06
"192","BMW X2","2020","1",2.22726281977635e-09,8.99674333998066e-07,-1.84734066892077e-06,1.85133036377687e-06
"193","BMW X2","2020","2",4.30935062800577e-09,8.2603462963497e-07,-1.71522901734062e-06,1.70706916822092e-06
"194","BMW X3","2018","1",-0.00020931897651794,0.0701163415658853,-0.138347133402234,0.136695042786285
"195","BMW X3","2018","2",-0.000272120131506739,0.0705229785404949,-0.13843083064865,0.138310050321411
"196","BMW X3","2018","3",-0.000298563647230955,0.0703932920487925,-0.138958951944163,0.137590483829249
"197","BMW X3","2019","1",-0.00038354370614758,0.0701547639407561,-0.137259974094409,0.136960067083834
"198","BMW X3","2019","2",0.0113873493712444,0.0702188737532087,-0.126070961895774,0.14819388474279
"199","BMW X3","2019","3",1.66277337181037e-05,0.0698549539163785,-0.13697533729881,0.13701073864793
"200","BMW X3","2020","1",0.011970600438088,0.0707428744461583,-0.125096698761833,0.152236180430995
"201","BMW X3","2020","2",0.00941996838787122,0.0708305766328301,-0.129955112597849,0.147445350505798
"202","BMW X3","2020","3",-0.000340820305747598,0.0706446806564667,-0.138441092311228,0.13864981577227
"203","BMW X5","2018","1",-0.000375077805824587,0.0989856742273267,-0.193857306324119,0.192178407608172
"204","BMW X5","2018","2",0.000684299938249381,0.097844915450458,-0.190832100332952,0.191500185257861
"205","BMW X5","2018","3",0.000768384903202848,0.0996512720473378,-0.193089688491643,0.195901160129976
"206","BMW X5","2019","1",0.0366622058880963,0.0988474096179708,-0.156787304800153,0.230287977377153
"207","BMW X5","2019","2",-0.00116634484542792,0.0980493908585217,-0.193860254657231,0.191939388868465
"208","BMW X5","2019","3",0.0217636658767773,0.097972493427165,-0.169544129143383,0.2164070674349
"209","BMW X5","2020","1",0.000783163998338146,0.0984180154140732,-0.192461348678762,0.195296473028585
"210","BMW X5","2020","2",8.18884847238826e-05,0.097881005287753,-0.191268881688952,0.193486278147475
"211","BMW X5","2020","3",0.0245120953870537,0.0983521117360087,-0.169093547348689,0.218219368774917
"212","BMW X7","2019","1",0.166059867518998,0.141275035104,-0.112894480989317,0.441211452421792
"213","BMW X7","2019","2",0.000491020347340002,0.136729177352314,-0.269171397312307,0.268218001453719
"214","BMW X7","2019","3",0.00120990724527865,0.181419546343326,-0.355573917063775,0.359128120537406
"215","BMW X7","2020","1",-0.000599714684506653,0.136265819222005,-0.268835899554565,0.269331457427709
"216","BMW X7","2020","2",-0.000808161543887124,0.132976262862319,-0.260008760692916,0.261739390971226
"217","BMW X7","2020","3",0.000684516070224796,0.135685808904311,-0.266775662414175,0.267493027809565
"218","BMW i3","2018","1",0.00054920483747932,0.130857309334014,-0.256518852164384,0.260684298067761
"219","BMW i3","2018","2",-0.000145649653365602,0.13340832829836,-0.263184600512975,0.261963754788893
"220","BMW i3","2018","3",-0.00115844278094011,0.155202368709748,-0.302101232060903,0.308615337249262
"221","BMW i3","2019","1",-0.000845427078329959,0.133255530967906,-0.258633142553855,0.266478143753618
"222","BMW i3","2019","2",0.000834809430240677,0.181662087708892,-0.358461630403377,0.355016274639411
"223","BMW i3","2019","3",0.000168576632647739,0.155195371720001,-0.306515749400967,0.302842165698668
"224","BMW i3","2020","1",0.250078829274437,0.142372563470791,-0.0337942647325455,0.531452891135539
"225","BMW i3","2020","2",-0.000373356674208638,0.18012386440116,-0.35913468926758,0.355920676494631
"226","BMW i3","2020","3",0.00132063058126438,0.155997971302593,-0.309647779688834,0.306982646808194
"227","Buick Enclave","2018","1",5.84325449759075e-05,0.103916375392704,-0.204091903521663,0.203134596385507
"228","Buick Enclave","2018","2",0.00211877492470073,0.104067421120626,-0.201782401570238,0.204701727235745
"229","Buick Enclave","2018","3",0.056297922799383,0.104150639829384,-0.149665850517744,0.257094385886318
"230","Buick Enclave","2019","1",-0.000451897310271578,0.104087611047489,-0.204052160569585,0.204496263245284
"231","Buick Enclave","2019","2",0.0183223751413212,0.104721250521749,-0.183987283391206,0.221864805481245
"232","Buick Enclave","2019","3",1.95773681401733e-05,0.103691904844392,-0.200361250520743,0.203078444641865
"233","Buick Enclave","2020","1",0.00108638676962734,0.105843702245661,-0.204612808506464,0.210959588099064
"234","Buick Enclave","2020","2",-0.000288885664793528,0.105875320170009,-0.207175374804216,0.208182371144681
"235","Buick Enclave","2020","3",-0.0004937317722584,0.106294366677175,-0.206143872733257,0.207545131241145
"236","Buick Encore","2018","1",-1.84254277695973e-09,1.06682287014462e-06,-2.22739657230248e-06,2.19715284227502e-06
"237","Buick Encore","2018","2",3.04699924326543e-09,1.05749483081739e-06,-2.20908898460318e-06,2.18808001536743e-06
"238","Buick Encore","2018","3",-5.32473249681912e-09,1.08034298477449e-06,-2.24250088706325e-06,2.23692962236456e-06
"239","Buick Encore","2019","1",-1.78636385066647e-09,1.04711946642714e-06,-2.19828103271386e-06,2.13019231090482e-06
"240","Buick Encore","2019","2",2.85538640339126e-09,1.06109279160112e-06,-2.18649260749709e-06,2.16716839412617e-06
"241","Buick Encore","2019","3",6.54770529407096e-09,1.07214320984827e-06,-2.19150186570455e-06,2.26895988586358e-06
"242","Buick Encore","2020","1",-2.38282332264763e-09,1.09518472585247e-06,-2.24067925005942e-06,2.32184086710393e-06
"243","Buick Encore","2020","2",-1.09614879922855e-08,1.09897002252365e-06,-2.29590406314246e-06,2.23695574594604e-06
"244","Buick Encore","2020","3",4.99125837046519e-09,1.12900125787256e-06,-2.36347636802849e-06,2.35256888945455e-06
"245","Buick Envision","2018","1",6.39370300173801e-05,0.0743665949648547,-0.143217267812073,0.148143524173383
"246","Buick Envision","2018","2",-0.000447918785935529,0.0740171049620354,-0.145371340044551,0.143198045702193
"247","Buick Envision","2018","3",7.95068221187368e-05,0.0751912025084187,-0.148343365985814,0.147310462996517
"248","Buick Envision","2019","1",-0.000661341685527075,0.0730606226607623,-0.144809014667236,0.141854519437925
