"","MMT","MY","MY_prob_rate"
"308","Jeep Grand Cherokee","2018",0.00675321269341315
"309","Jeep Grand Cherokee","2019",0.00333333333332659
"310","Jeep Grand Cherokee","2020",0.00529100529102831
"311","Jeep Renegade","2018",0.0509259259260901
"312","Jeep Renegade","2019",2.36072238156083e-13
"313","Jeep Renegade","2020",1.43975044173091e-13
"314","Jeep Wrangler","2018",0.0184386973180588
"315","Jeep Wrangler","2019",0.00628930817616226
"316","Jeep Wrangler","2020",3.06806868410343e-15
"317","Jeep Wrangler JK","2018",0.0101010101010107
"318","Kia Forte","2018",-1.339453132647e-14
"319","Kia Forte","2019",-2.13760109226521e-14
"320","Kia Forte","2020",7.99703587962529e-14
"321","Kia Niro","2018",7.62670052540769e-16
"322","Kia Niro","2019",0.00793650793650369
"323","Kia Niro","2020",3.01916133049381e-14
"324","Kia Niro Electric","2019",-9.40660176126808e-14
"325","Kia Niro Electric","2020",1.58507801167276e-13
"326","Kia Optima","2018",0.00694444444444258
"327","Kia Optima","2019",1.69583627467314e-15
"328","Kia Optima","2020",7.57667649657112e-14
"329","Kia Sedona","2018",0.0208333333332631
"330","Kia Sedona","2019",-7.1426998203396e-14
"331","Kia Sedona","2020",-7.60874445138413e-14
"332","Kia Sorento","2018",0.00343642611684092
"333","Kia Sorento","2019",0.00314465408805404
"334","Kia Sorento","2020",4.2013104678154e-14
"335","Kia Soul","2018",0.00740740740737345
"336","Kia Soul","2019",-2.91414714761157e-14
"337","Kia Soul","2020",0.0106382978723095
"338","Kia Sportage","2018",-1.79884383226123e-15
"339","Kia Sportage","2019",0.0208333333333377
"340","Kia Sportage","2020",-1.28050924924741e-14
"341","Kia Stinger","2018",9.32510307843328e-15
"342","Kia Stinger","2019",0.0196078431372953
"343","Kia Stinger","2020",1.86581801691334e-13
"344","Kia Telluride","2020",0.00215053763444095
"345","Lexus ES/Lexus ES Hybrid","2018",0.0034013605442306
"346","Lexus ES/Lexus ES Hybrid","2019",3.53348850118922e-15
"347","Lexus ES/Lexus ES Hybrid","2020",9.28524694579574e-15
"348","Lexus GS","2018",-9.55351724469034e-15
"349","Lexus GS","2019",-1.51824974293239e-15
"350","Lexus GS","2020",1.21956757776662e-14
"351","Lexus GX","2018",0.0114942528735397
"352","Lexus GX","2019",1.09710112875247e-15
"353","Lexus GX","2020",3.1101747096042e-15
"354","Lexus IS","2018",1.35721118965443e-14
"355","Lexus IS","2019",2.15091092739868e-14
"356","Lexus IS","2020",1.51814870810926e-14
"357","Lexus LS","2018",1.65015460406915e-14
"358","Lexus LS","2019",1.87203365767201e-14
"359","Lexus LS","2020",7.0645443752787e-15
"360","Lexus LX","2018",5.6737566189616e-15
"361","Lexus LX","2019",1.17216806837503e-14
"362","Lexus LX","2020",1.04703709387562e-14
"363","Lexus NX","2018",1.86617524890247e-14
"364","Lexus NX","2019",9.7404878876896e-15
"365","Lexus NX","2020",0.00925925925926606
"366","Lexus RX/Lexus RX Hybrid/RX L","2018",0.00565016501649422
"367","Lexus RX/Lexus RX Hybrid/RX L","2019",0.00370370370370374
"368","Lexus RX/Lexus RX Hybrid/RX L","2020",-6.97092937124917e-15
"369","Lexus UX","2019",-1.55125042703347e-13
"370","Lexus UX","2020",0.0666666666665321
"371","Lincoln Aviator","2020",0.0333333333333486
"372","Lincoln Continental","2018",9.46522796324316e-14
"373","Lincoln Continental","2019",0.0512820512821656
"374","Lincoln Continental","2020",1.60681203930261e-13
"375","Lincoln Corsair","2020",3.08477468970581e-14
"376","Lincoln MKC","2018",-2.05865215201452e-14
"377","Lincoln MKC","2019",-2.0183818534539e-14
"378","Lincoln MKX","2018",0.00740740740738275
"379","Lincoln MKZ/Lincoln MKZ Hybrid","2018",1.10555285802511e-15
"380","Lincoln MKZ/Lincoln MKZ Hybrid","2019",-4.70136373889958e-16
"381","Lincoln MKZ/Lincoln MKZ Hybrid","2020",1.0546883127407e-15
"382","Lincoln Nautilus","2019",0.00877192982459612
"383","Lincoln Nautilus","2020",3.59519076370075e-14
"384","Lincoln Navigator","2018",1.42728310767756e-13
"385","Lincoln Navigator","2019",0.0277777777778962
"386","Lincoln Navigator","2020",1.18155756713305e-13
"387","Mazda 3","2018",0.0111111111111296
"388","Mazda 3","2019",0.0169654289372638
"389","Mazda 3","2020",-6.81256088733242e-15
"390","Mazda 6","2018",2.68227313242096e-14
"391","Mazda 6","2019",2.5340589246847e-14
"392","Mazda 6","2020",1.19279165374657e-15
"393","Mazda CX-3","2018",1.79478537158583e-14
"394","Mazda CX-3","2019",2.24887331812125e-14
"395","Mazda CX-3","2020",1.17548502569713e-14
"396","Mazda CX-30","2020",2.15861108115067e-14
"397","Mazda CX-5","2018",-1.67153121727921e-15
"398","Mazda CX-5","2019",0.00417723787949775
"399","Mazda CX-5","2020",0.0033333333333418
"400","Mazda CX-9","2018",0.0111111111111476
"401","Mazda CX-9","2019",4.94699722717199e-14
"402","Mazda CX-9","2020",4.69098507663229e-14
"403","Mazda MX-5 Miata","2018",-2.84161964254629e-14
"404","Mazda MX-5 Miata","2019",-2.94489149562865e-14
"405","Mazda MX-5 Miata","2020",-3.19322740968978e-14
"406","Mercedes-Benz C-Class","2018",0.0136054421769136
"407","Mercedes-Benz C-Class","2019",0.021437198067687
"408","Mercedes-Benz C-Class","2020",2.94289284692802e-14
