"","MMT","MY","MileGrpATC","prob"
"858","Infiniti Q60","2018","1","-4.89900282186451e-13"
"859","Infiniti Q60","2018","2","-4.90353257605614e-13"
"860","Infiniti Q60","2018","3","1.76717144867765e-12"
"861","Infiniti Q60","2019","1","-6.2257886682275e-13"
"862","Infiniti Q60","2019","2","3.37936953074141e-13"
"863","Infiniti Q60","2019","3","3.37783118178455e-13"
"864","Infiniti Q60","2020","1","3.5157320697199e-13"
"865","Infiniti Q60","2020","2","3.57299619009279e-13"
"866","Infiniti Q60","2020","3","-5.35401302340819e-12"
"867","Infiniti QX50","2019","1","1.35759459229945e-13"
"868","Infiniti QX50","2019","2","0.0250000000001304"
"869","Infiniti QX50","2019","3","0.0606060606061785"
"870","Infiniti QX50","2020","1","1.7415815994138e-13"
"871","Infiniti QX50","2020","2","1.77650715921181e-13"
"872","Infiniti QX50","2020","3","5.74210961459097e-13"
"873","Infiniti QX60","2018","1","2.05751233355785e-14"
"874","Infiniti QX60","2018","2","2.68221132061197e-14"
"875","Infiniti QX60","2018","3","-3.12266774811447e-14"
"876","Infiniti QX60","2019","1","1.18465902783054e-14"
"877","Infiniti QX60","2019","2","9.04796763390781e-15"
"878","Infiniti QX60","2019","3","-9.92629185218739e-15"
"879","Infiniti QX60","2020","1","9.13372838274544e-15"
"880","Infiniti QX60","2020","2","8.90433707159743e-15"
"881","Infiniti QX60","2020","3","-2.21633162955928e-14"
"882","Jaguar F-Pace","2018","1","-5.42914667799649e-15"
"883","Jaguar F-Pace","2018","2","5.81081607094504e-16"
"884","Jaguar F-Pace","2018","3","-1.86435885280991e-14"
"885","Jaguar F-Pace","2019","1","-2.81972623186085e-14"
"886","Jaguar F-Pace","2019","2","-2.81081377066857e-14"
"887","Jaguar F-Pace","2019","3","7.52153671841379e-14"
"888","Jaguar F-Pace","2020","1","3.35249526149303e-14"
"889","Jaguar F-Pace","2020","2","-4.06257634755215e-14"
"890","Jaguar F-Pace","2020","3","-3.87274390219973e-14"
"891","Jeep Cherokee","2018","1","4.76181594155634e-14"
"892","Jeep Cherokee","2018","2","4.19213275204555e-14"
"893","Jeep Cherokee","2018","3","0.025000000000013"
"894","Jeep Cherokee","2019","1","0.0256410256410551"
"895","Jeep Cherokee","2019","2","0.0102040816327013"
"896","Jeep Cherokee","2019","3","3.79653861106488e-14"
"897","Jeep Cherokee","2020","1","3.11258871154455e-14"
"898","Jeep Cherokee","2020","2","3.42670078535816e-14"
"899","Jeep Cherokee","2020","3","1.29603311829489e-14"
"900","Jeep Compass","2018","1","-1.48524458338086e-14"
"901","Jeep Compass","2018","2","-2.22358683915856e-14"
"902","Jeep Compass","2018","3","-2.91361519607942e-14"
"903","Jeep Compass","2019","1","-2.05949746042164e-14"
"904","Jeep Compass","2019","2","-2.05870092301333e-14"
"905","Jeep Compass","2019","3","-1.10002936425954e-14"
"906","Jeep Compass","2020","1","-2.00448457685003e-14"
"907","Jeep Compass","2020","2","-2.42790785011867e-14"
"908","Jeep Compass","2020","3","2.8187805774677e-13"
"909","Jeep Gladiator","2020","1","-1.08882514423515e-14"
"910","Jeep Gladiator","2020","2","-5.8450704743496e-15"
"911","Jeep Gladiator","2020","3","-7.13580066632055e-15"
"912","Jeep Grand Cherokee","2018","1","-9.15240105925363e-15"
"913","Jeep Grand Cherokee","2018","2","0.0080645161290366"
"914","Jeep Grand Cherokee","2018","3","0.012195121951212"
"915","Jeep Grand Cherokee","2019","1","-9.19883489371762e-16"
"916","Jeep Grand Cherokee","2019","2","0.01"
"917","Jeep Grand Cherokee","2019","3","-1.93080711678645e-14"
"918","Jeep Grand Cherokee","2020","1","-6.84878330139123e-15"
"919","Jeep Grand Cherokee","2020","2","0.0158730158730129"
"920","Jeep Grand Cherokee","2020","3","7.88924072916826e-14"
"921","Jeep Renegade","2018","1","0.0416666666668453"
"922","Jeep Renegade","2018","2","1.82034942675102e-13"
"923","Jeep Renegade","2018","3","0.111111111111243"
"924","Jeep Renegade","2019","1","1.80679928274576e-13"
"925","Jeep Renegade","2019","2","1.71982667486803e-13"
"926","Jeep Renegade","2019","3","3.55554118706871e-13"
"927","Jeep Renegade","2020","1","1.89331391391355e-13"
"928","Jeep Renegade","2020","2","1.76855935056577e-13"
"929","Jeep Renegade","2020","3","6.57378060713411e-14"
"930","Jeep Wrangler","2018","1","7.63347718368834e-14"
"931","Jeep Wrangler","2018","2","0.0208333333333885"
"932","Jeep Wrangler","2018","3","0.0344827586207117"
"933","Jeep Wrangler","2019","1","4.11667834842775e-14"
"934","Jeep Wrangler","2019","2","0.0188679245283548"
"935","Jeep Wrangler","2019","3","9.08069442357074e-14"
"936","Jeep Wrangler","2020","1","4.87231842885174e-14"
"937","Jeep Wrangler","2020","2","5.2240392044813e-14"
"938","Jeep Wrangler","2020","3","-9.17593702810201e-14"
"939","Jeep Wrangler JK","2018","1","0.0303030303030337"
"940","Jeep Wrangler JK","2018","2","1.09703053447806e-15"
"941","Jeep Wrangler JK","2018","3","-2.57176095995557e-15"
"942","Kia Forte","2018","1","3.63938655039576e-15"
"943","Kia Forte","2018","2","2.63033794492986e-15"
"944","Kia Forte","2018","3","-4.64533184747356e-14"
"945","Kia Forte","2019","1","9.68534185602115e-16"
"946","Kia Forte","2019","2","4.34026851223559e-15"
"947","Kia Forte","2019","3","-6.9436835465794e-14"
"948","Kia Forte","2020","1","-4.80571357243477e-15"
"949","Kia Forte","2020","2","-4.2112409071374e-15"
"950","Kia Forte","2020","3","2.48928030868331e-13"
"951","Kia Niro","2018","1","5.15087771352966e-16"
"952","Kia Niro","2018","2","8.92207908592077e-15"
"953","Kia Niro","2018","3","-7.14915669965143e-15"
"954","Kia Niro","2019","1","7.15980419368272e-15"
"955","Kia Niro","2019","2","0.0238095238095227"
"956","Kia Niro","2019","3","-1.87797721274098e-14"
"957","Kia Niro","2020","1","-3.93145125618657e-15"
"958","Kia Niro","2020","2","5.43113909610788e-16"
"959","Kia Niro","2020","3","9.396317726139e-14"
"960","Kia Niro Electric","2019","1","-1.81831720546682e-14"
"961","Kia Niro Electric","2019","2","-1.56838914143603e-14"
"962","Kia Niro Electric","2019","3","-2.48330989369014e-13"
"963","Kia Niro Electric","2020","1","-2.39441570930757e-14"
"964","Kia Niro Electric","2020","2","3.40959759427627e-13"
"965","Kia Optima","2018","1","0.020833333333318"
"966","Kia Optima","2018","2","2.76930779183358e-15"
"967","Kia Optima","2018","3","6.96427485171389e-15"
"968","Kia Optima","2019","1","-5.85832445244714e-15"
"969","Kia Optima","2019","2","-3.61421002801644e-15"
"970","Kia Optima","2019","3","1.4560043304483e-14"
"971","Kia Optima","2020","1","3.87184246822444e-15"
"972","Kia Optima","2020","2","-1.70378211754888e-15"
"973","Kia Optima","2020","3","2.25132234546458e-13"
"974","Kia Sedona","2018","1","0.062499999999948"
"975","Kia Sedona","2018","2","-5.43952339930674e-14"
"976","Kia Sedona","2018","3","-1.0420704096513e-13"
"977","Kia Sedona","2019","1","-5.27440968744297e-14"
"978","Kia Sedona","2019","2","-5.36417794014822e-14"
"979","Kia Sedona","2019","3","-1.07895118334276e-13"
"980","Kia Sedona","2020","1","-4.99323504120897e-14"
"981","Kia Sedona","2020","2","-5.45402747198301e-14"
"982","Kia Sedona","2020","3","-1.23789708409604e-13"
"983","Kia Sorento","2018","1","1.23876603419504e-14"
"984","Kia Sorento","2018","2","6.06806271896687e-15"
"985","Kia Sorento","2018","3","0.0103092783505043"
"986","Kia Sorento","2019","1","2.48650136391078e-16"
"987","Kia Sorento","2019","2","0.00943396226416297"
"988","Kia Sorento","2019","3","-1.10713852799251e-15"
"989","Kia Sorento","2020","1","2.43075090758854e-16"
"990","Kia Sorento","2020","2","4.12835090601623e-15"
"991","Kia Sorento","2020","3","1.21667888037687e-13"
"992","Kia Soul","2018","1","-3.96661870016857e-14"
"993","Kia Soul","2018","2","-3.44689554676592e-14"
"994","Kia Soul","2018","3","0.0222222222221945"
"995","Kia Soul","2019","1","-3.63246283779327e-14"
"996","Kia Soul","2019","2","-3.05190267314256e-14"
"997","Kia Soul","2019","3","-2.05807593189888e-14"
"998","Kia Soul","2020","1","-3.10446113260809e-14"
"999","Kia Soul","2020","2","-3.93227117534423e-14"
"1000","Kia Soul","2020","3","0.0319148936169988"
"1001","Kia Sportage","2018","1","2.12025811748059e-16"
"1002","Kia Sportage","2018","2","3.5206415701944e-15"
"1003","Kia Sportage","2018","3","-9.12919887872615e-15"
"1004","Kia Sportage","2019","1","0.0625000000000214"
"1005","Kia Sportage","2019","2","7.27489952482241e-15"
"1006","Kia Sportage","2019","3","-1.5636300451913e-14"
"1007","Kia Sportage","2020","1","-7.25446971521457e-15"
"1008","Kia Sportage","2020","2","2.06680811307888e-15"
"1009","Kia Sportage","2020","3","-3.32276158752865e-14"
"1010","Kia Stinger","2018","1","7.56480596614518e-15"
"1011","Kia Stinger","2018","2","1.80488911458923e-14"
"1012","Kia Stinger","2018","3","2.36161212326237e-15"
"1013","Kia Stinger","2019","1","1.26755390331696e-14"
"1014","Kia Stinger","2019","2","0.0588235294117837"
"1015","Kia Stinger","2019","3","8.95706359194457e-14"
"1016","Kia Stinger","2020","1","4.86280295061196e-14"
"1017","Kia Stinger","2020","2","3.85202513110168e-14"
"1018","Kia Stinger","2020","3","4.72597124256867e-13"
"1019","Kia Telluride","2020","1","3.73798214603482e-14"
"1020","Kia Telluride","2020","2","3.77796752215609e-14"
"1021","Kia Telluride","2020","3","0.00645161290324768"
"1022","Lexus ES/Lexus ES Hybrid","2018","1","0.0102040816326501"
"1023","Lexus ES/Lexus ES Hybrid","2018","2","6.08493643831182e-15"
"1024","Lexus ES/Lexus ES Hybrid","2018","3","3.56026326366135e-14"
"1025","Lexus ES/Lexus ES Hybrid","2019","1","3.60834950776606e-15"
"1026","Lexus ES/Lexus ES Hybrid","2019","2","-1.32542737232261e-15"
"1027","Lexus ES/Lexus ES Hybrid","2019","3","8.31754336812422e-15"
"1028","Lexus ES/Lexus ES Hybrid","2020","1","1.68566674657822e-15"
"1029","Lexus ES/Lexus ES Hybrid","2020","2","3.74092070479061e-15"
"1030","Lexus ES/Lexus ES Hybrid","2020","3","2.24291533860184e-14"
"1031","Lexus GS","2018","1","-8.68075135288132e-15"
"1032","Lexus GS","2018","2","3.54301210598691e-15"
"1033","Lexus GS","2018","3","-2.35228124871766e-14"
"1034","Lexus GS","2019","1","9.52090823322677e-15"
"1035","Lexus GS","2019","2","9.31240742331006e-15"
"1036","Lexus GS","2019","3","-2.3388064885334e-14"
"1037","Lexus GS","2020","1","4.70738586942925e-15"
"1038","Lexus GS","2020","2","1.09951830393784e-14"
"1039","Lexus GS","2020","3","2.08844584241911e-14"
"1040","Lexus GX","2018","1","-2.8926960498729e-14"
"1041","Lexus GX","2018","2","0.0344827586206691"
"1042","Lexus GX","2018","3","-2.11652917964859e-14"
"1043","Lexus GX","2019","1","1.2308819689283e-15"
"1044","Lexus GX","2019","2","1.05616450894532e-15"
"1045","Lexus GX","2019","3","1.0042569083838e-15"
"1046","Lexus GX","2020","1","-1.14995294992259e-15"
"1047","Lexus GX","2020","2","1.80827302382429e-15"
"1048","Lexus GX","2020","3","8.67220405491091e-15"
"1049","Lexus IS","2018","1","1.38645068796177e-14"
"1050","Lexus IS","2018","2","1.39672197064637e-14"
"1051","Lexus IS","2018","3","1.28846091035515e-14"
"1052","Lexus IS","2019","1","2.1754936763235e-14"
"1053","Lexus IS","2019","2","2.1900878135e-14"
"1054","Lexus IS","2019","3","2.08715129237254e-14"
"1055","Lexus IS","2020","2","1.51814870810926e-14"
"1056","Lexus LS","2018","1","1.47634537325991e-14"
"1057","Lexus LS","2018","2","1.54000615372224e-14"
"1058","Lexus LS","2018","3","1.93411228522529e-14"
"1059","Lexus LS","2019","1","1.84870089669966e-14"
"1060","Lexus LS","2019","2","1.75902674010649e-14"
"1061","Lexus LS","2019","3","2.00837333620987e-14"
"1062","Lexus LS","2020","1","2.10617792483409e-14"
"1063","Lexus LS","2020","2","1.70340695587647e-14"
"1064","Lexus LS","2020","3","-1.69022156812695e-14"
"1065","Lexus LX","2018","1","5.67872852493172e-15"
"1066","Lexus LX","2018","2","5.67984638004455e-15"
"1067","Lexus LX","2018","3","5.66269495190853e-15"
"1068","Lexus LX","2019","1","1.25697598824159e-14"
"1069","Lexus LX","2019","2","1.23956428745323e-14"
"1070","Lexus LX","2019","3","1.01996392943028e-14"
"1071","Lexus LX","2020","1","1.53113082901422e-14"
"1072","Lexus LX","2020","2","1.02457813004361e-14"
"1073","Lexus LX","2020","3","5.85402322569044e-15"
"1074","Lexus NX","2018","1","1.83968130878546e-14"
"1075","Lexus NX","2018","2","1.81213775318078e-14"
"1076","Lexus NX","2018","3","1.94670668474117e-14"
"1077","Lexus NX","2019","1","1.06445550649257e-14"
"1078","Lexus NX","2019","2","1.05520777982744e-14"
"1079","Lexus NX","2019","3","8.02483079986871e-15"
"1080","Lexus NX","2020","1","1.14283582597352e-14"
"1081","Lexus NX","2020","2","1.42594269725294e-14"
"1082","Lexus NX","2020","3","0.0277777777777725"
"1083","Lexus RX/Lexus RX Hybrid/RX L","2018","1","0.00495049504949613"
"1084","Lexus RX/Lexus RX Hybrid/RX L","2018","2","0.0119999999999917"
"1085","Lexus RX/Lexus RX Hybrid/RX L","2018","3","-5.18129027765026e-15"
"1086","Lexus RX/Lexus RX Hybrid/RX L","2019","1","0.0111111111111102"
"1087","Lexus RX/Lexus RX Hybrid/RX L","2019","2","7.243931850181e-16"
"1088","Lexus RX/Lexus RX Hybrid/RX L","2019","3","2.98728639568106e-16"
"1089","Lexus RX/Lexus RX Hybrid/RX L","2020","1","-3.10008315660478e-15"
"1090","Lexus RX/Lexus RX Hybrid/RX L","2020","2","-4.26065622387772e-15"
"1091","Lexus RX/Lexus RX Hybrid/RX L","2020","3","-1.3552048733265e-14"
"1092","Lexus UX","2019","1","-1.51773680271125e-13"
"1093","Lexus UX","2019","2","-1.51703175272952e-13"
"1094","Lexus UX","2019","3","-1.61898272565963e-13"
"1095","Lexus UX","2020","1","-1.30923050178922e-13"
"1096","Lexus UX","2020","2","-1.29868338305528e-13"
"1097","Lexus UX","2020","3","0.199999999999857"
"1098","Lincoln Aviator","2020","1","0.0500000000000186"
"1099","Lincoln Aviator","2020","2","1.83672521636424e-14"
"1100","Lincoln Aviator","2020","3","0.0500000000000089"
"1101","Lincoln Continental","2018","1","9.46096907821367e-14"
"1102","Lincoln Continental","2018","2","9.46948684827266e-14"
"1103","Lincoln Continental","2019","1","1.13678156474025e-13"
"1104","Lincoln Continental","2019","2","0.153846153846265"
"1105","Lincoln Continental","2019","3","1.18041589468702e-13"
"1106","Lincoln Continental","2020","1","2.09051214047663e-13"
"1107","Lincoln Continental","2020","2","1.42874229100144e-13"
"1108","Lincoln Continental","2020","3","1.30118168642976e-13"
"1109","Lincoln Corsair","2020","1","2.73145103760282e-14"
"1110","Lincoln Corsair","2020","2","3.07561587605552e-14"
"1111","Lincoln Corsair","2020","3","3.4472571554591e-14"
"1112","Lincoln MKC","2018","1","-2.08031354735066e-14"
"1113","Lincoln MKC","2018","2","-1.98656651381281e-14"
"1114","Lincoln MKC","2018","3","-2.10907639488008e-14"
"1115","Lincoln MKC","2019","1","-1.92015658173196e-14"
"1116","Lincoln MKC","2019","2","-1.82886146944392e-14"
"1117","Lincoln MKC","2019","3","-2.30612750918583e-14"
"1118","Lincoln MKX","2018","1","-1.91972787797374e-14"
"1119","Lincoln MKX","2018","2","0.0222222222221905"
"1120","Lincoln MKX","2018","3","-2.30658441555562e-14"
"1121","Lincoln MKZ/Lincoln MKZ Hybrid","2018","1","-5.14621727953345e-16"
"1122","Lincoln MKZ/Lincoln MKZ Hybrid","2018","2","-6.09180890010912e-17"
"1123","Lincoln MKZ/Lincoln MKZ Hybrid","2018","3","3.89219839102976e-15"
"1124","Lincoln MKZ/Lincoln MKZ Hybrid","2019","1","-1.07376577338776e-15"
"1125","Lincoln MKZ/Lincoln MKZ Hybrid","2019","2","-9.84428331839328e-16"
"1126","Lincoln MKZ/Lincoln MKZ Hybrid","2019","3","6.47784983557215e-16"
"1127","Lincoln MKZ/Lincoln MKZ Hybrid","2020","1","-7.44687667165039e-16"
"1128","Lincoln MKZ/Lincoln MKZ Hybrid","2020","2","-1.37977717593635e-15"
"1129","Lincoln MKZ/Lincoln MKZ Hybrid","2020","3","5.28852978132349e-15"
"1130","Lincoln Nautilus","2019","1","3.4104663537704e-14"
"1131","Lincoln Nautilus","2019","2","4.16541801051551e-14"
"1132","Lincoln Nautilus","2019","3","0.0263157894737126"
"1133","Lincoln Nautilus","2020","1","3.88054969840527e-14"
"1134","Lincoln Nautilus","2020","2","3.98566410810308e-14"
"1135","Lincoln Nautilus","2020","3","2.9193584845939e-14"
"1136","Lincoln Navigator","2018","1","1.43377539554006e-13"
"1137","Lincoln Navigator","2018","2","1.4436365623148e-13"
"1138","Lincoln Navigator","2018","3","1.40443736517782e-13"
"1139","Lincoln Navigator","2019","1","1.1836365221285e-13"
"1140","Lincoln Navigator","2019","2","1.18571819029967e-13"
"1141","Lincoln Navigator","2019","3","0.0833333333334517"
"1142","Lincoln Navigator","2020","1","1.14050776470627e-13"
"1143","Lincoln Navigator","2020","2","1.23380760446892e-13"
"1144","Lincoln Navigator","2020","3","1.17035733222397e-13"
"1145","Mazda 3","2018","1","1.75831571525009e-14"
"1146","Mazda 3","2018","2","1.37528877175441e-14"
"1147","Mazda 3","2018","3","0.0333333333333575"
"1148","Mazda 3","2019","1","0.0281690140845117"
"1149","Mazda 3","2019","2","0.0227272727272769"
"1150","Mazda 3","2019","3","2.68371337943426e-15"
"1151","Mazda 3","2020","1","-8.39339868751881e-15"
"1152","Mazda 3","2020","2","-6.95972945506326e-15"
"1153","Mazda 3","2020","3","-5.08455451941519e-15"
"1154","Mazda 6","2018","1","2.56841017367691e-14"
"1155","Mazda 6","2018","2","2.53665234634972e-14"
"1156","Mazda 6","2018","3","2.94175687723624e-14"
"1157","Mazda 6","2019","1","2.62979260130542e-14"
"1158","Mazda 6","2019","2","2.55718189855198e-14"
"1159","Mazda 6","2019","3","2.4152022741967e-14"
"1160","Mazda 6","2020","1","2.68218805101364e-14"
"1161","Mazda 6","2020","2","2.55594031863669e-14"
"1162","Mazda 6","2020","3","-4.88029087352636e-14"
"1163","Mazda CX-3","2018","1","1.78171154167438e-14"
"1164","Mazda CX-3","2018","2","1.74620256557337e-14"
"1165","Mazda CX-3","2018","3","1.85644200750975e-14"
"1166","Mazda CX-3","2019","1","2.29262403287384e-14"
"1167","Mazda CX-3","2019","2","2.2482573790186e-14"
"1168","Mazda CX-3","2019","3","2.20573854247131e-14"
"1169","Mazda CX-3","2020","1","2.26991608295792e-14"
"1170","Mazda CX-3","2020","2","2.31592091594118e-14"
"1171","Mazda CX-3","2020","3","-1.0593819218077e-14"
"1172","Mazda CX-30","2020","1","3.47241951703466e-15"
"1173","Mazda CX-30","2020","2","8.37334993481639e-15"
"1174","Mazda CX-30","2020","3","5.29125629826691e-14"
"1175","Mazda CX-5","2018","1","-1.81260860872968e-15"
"1176","Mazda CX-5","2018","2","-1.48241663450368e-15"
"1177","Mazda CX-5","2018","3","-1.71956840860426e-15"
"1178","Mazda CX-5","2019","1","0.00251256281407092"
"1179","Mazda CX-5","2019","2","0.0036900369003697"
"1180","Mazda CX-5","2019","3","0.00632911392405262"
"1181","Mazda CX-5","2020","1","-4.37467191296874e-16"
"1182","Mazda CX-5","2020","2","0.0100000000000014"
"1183","Mazda CX-5","2020","3","2.44259569736031e-14"
"1184","Mazda CX-9","2018","1","4.9960036108132e-14"
"1185","Mazda CX-9","2018","2","3.74839048689068e-14"
"1186","Mazda CX-9","2018","3","0.0333333333333554"
"1187","Mazda CX-9","2019","1","4.89090334693074e-14"
"1188","Mazda CX-9","2019","2","4.79541303959077e-14"
"1189","Mazda CX-9","2019","3","5.15467529499447e-14"
"1190","Mazda CX-9","2020","1","4.94492924560493e-14"
"1191","Mazda CX-9","2020","2","4.92279357430229e-14"
"1192","Mazda CX-9","2020","3","4.20523240998966e-14"
"1193","Mazda MX-5 Miata","2018","1","-2.91349833958294e-14"
"1194","Mazda MX-5 Miata","2018","2","-2.9746838478902e-14"
"1195","Mazda MX-5 Miata","2018","3","-2.63667674016573e-14"
"1196","Mazda MX-5 Miata","2019","1","-2.92359230530622e-14"
"1197","Mazda MX-5 Miata","2019","2","-2.90155024714784e-14"
"1198","Mazda MX-5 Miata","2019","3","-3.00953193443188e-14"
"1199","Mazda MX-5 Miata","2020","1","-2.80896228625111e-14"
"1200","Mazda MX-5 Miata","2020","2","-3.57749253312844e-14"
"1201","Mercedes-Benz C-Class","2018","1","0.020408163265341"
"1202","Mercedes-Benz C-Class","2018","2","0.0204081632653417"
"1203","Mercedes-Benz C-Class","2018","3","5.82469052223146e-14"
"1204","Mercedes-Benz C-Class","2019","1","0.020833333333378"
"1205","Mercedes-Benz C-Class","2019","2","0.0434782608696079"
"1206","Mercedes-Benz C-Class","2019","3","7.52339399372064e-14"
"1207","Mercedes-Benz C-Class","2020","1","3.19574773628945e-14"
"1208","Mercedes-Benz C-Class","2020","2","2.78798379954437e-14"
"1209","Mercedes-Benz C-Class","2020","3","2.84494700495024e-14"
"1210","Mercedes-Benz E-Class","2018","1","0.0399999999999335"
"1211","Mercedes-Benz E-Class","2018","2","0.0158730158729485"
"1212","Mercedes-Benz E-Class","2018","3","0.0714285714285186"
"1213","Mercedes-Benz E-Class","2019","1","0.022222222222139"
"1214","Mercedes-Benz E-Class","2019","2","0.0192307692306891"
"1215","Mercedes-Benz E-Class","2019","3","0.0434782608694787"
"1216","Mercedes-Benz E-Class","2020","1","-7.552157187851e-14"
"1217","Mercedes-Benz E-Class","2020","2","-6.96004447136372e-14"
"1218","Mercedes-Benz E-Class","2020","3","-7.09892510982467e-14"
"1219","Mercedes-Benz GLA","2018","1","-1.62715189442437e-14"
"1220","Mercedes-Benz GLA","2018","2","-1.64808110488098e-14"
"1221","Mercedes-Benz GLA","2018","3","-2.10352908513104e-14"
"1222","Mercedes-Benz GLA","2019","1","-2.16891815781763e-14"
"1223","Mercedes-Benz GLA","2019","2","-2.1360026456626e-14"
"1224","Mercedes-Benz GLA","2019","3","-2.13009169836232e-14"
"1225","Mercedes-Benz GLA","2020","1","-2.28804218231245e-14"
"1226","Mercedes-Benz GLA","2020","2","-2.15979147528916e-14"
"1227","Mercedes-Benz GLA","2020","3","-1.29766320423741e-14"
"1228","Mercedes-Benz GLC","2018","1","0.0192307692307489"
"1229","Mercedes-Benz GLC","2018","2","-2.36303130460415e-14"
"1230","Mercedes-Benz GLC","2018","3","-2.47510507696878e-14"
"1231","Mercedes-Benz GLC","2019","1","5.62122431129966e-15"
"1232","Mercedes-Benz GLC","2019","2","6.27288664321231e-15"
"1233","Mercedes-Benz GLC","2019","3","7.77119659838376e-15"
"1234","Mercedes-Benz GLC","2020","1","5.87027737092139e-15"
"1235","Mercedes-Benz GLC","2020","2","7.01422747538297e-15"
"1236","Mercedes-Benz GLC","2020","3","2.78311197023635e-15"
"1237","Mercedes-Benz GLE","2018","1","-4.81120566307065e-15"
"1238","Mercedes-Benz GLE","2018","2","-4.526991413167e-15"
"1239","Mercedes-Benz GLE","2018","3","-2.98719382563206e-15"
"1240","Mercedes-Benz GLE","2019","1","2.614709412327e-15"
"1241","Mercedes-Benz GLE","2019","2","2.63246004681472e-15"
"1242","Mercedes-Benz GLE","2019","3","2.86576318231369e-15"
"1243","Mercedes-Benz GLE","2020","1","3.71230823859037e-15"
"1244","Mercedes-Benz GLE","2020","2","-1.06858966120171e-15"
"1245","Mercedes-Benz GLE","2020","3","0.0208333333333385"
"1246","Mercedes-Benz GLS","2018","1","4.83591279275296e-14"
"1247","Mercedes-Benz GLS","2018","2","4.81061796194755e-14"
"1248","Mercedes-Benz GLS","2018","3","5.027184520426e-14"
"1249","Mercedes-Benz GLS","2019","1","4.23688861772575e-14"
"1250","Mercedes-Benz GLS","2019","2","4.10921296989386e-14"
"1251","Mercedes-Benz GLS","2019","3","0.100000000000043"
"1252","Mercedes-Benz GLS","2020","1","9.40999533979986e-15"
"1253","Mercedes-Benz GLS","2020","2","1.3357574121359e-14"
"1254","Mercedes-Benz GLS","2020","3","1.54886475312758e-14"
"1255","Mercedes-Benz S-Class","2018","1","1.16989751219876e-14"
"1256","Mercedes-Benz S-Class","2018","2","3.58046925441613e-15"
"1257","Mercedes-Benz S-Class","2018","3","0.083333333333331"
"1258","Mercedes-Benz S-Class","2019","1","-1.31400045856054e-14"
"1259","Mercedes-Benz S-Class","2019","2","-1.35417345731225e-14"
"1260","Mercedes-Benz S-Class","2019","3","-1.28372618316839e-14"
"1261","Mercedes-Benz S-Class","2020","1","-1.48604588448495e-14"
"1262","Mercedes-Benz S-Class","2020","2","-1.32209782811713e-14"
"1263","Mercedes-Benz S-Class","2020","3","4.03482794315738e-15"
"1264","Mercedes-Benz Sprinter","2018","1","0.0624999999999745"
"1265","Mercedes-Benz Sprinter","2018","2","-4.43597765830035e-15"
"1266","Mercedes-Benz Sprinter","2018","3","-7.05419188442431e-15"
"1267","Mercedes-Benz Sprinter","2019","1","-1.36522629769425e-14"
"1268","Mercedes-Benz Sprinter","2019","2","-1.378456228344e-14"
"1269","Mercedes-Benz Sprinter","2019","3","-1.40716298252261e-14"
"1270","Mercedes-Benz Sprinter","2020","3","-1.51509298941202e-14"
"1271","Mini Cooper Countryman","2018","1","-3.16226943254109e-15"
"1272","Mini Cooper Countryman","2018","2","-3.42313903159644e-15"
"1273","Mini Cooper Countryman","2018","3","-3.30091593661224e-15"
"1274","Mini Cooper Countryman","2019","1","0.0476190476190506"
"1275","Mini Cooper Countryman","2019","2","4.71719458707378e-15"
"1276","Mini Cooper Countryman","2019","3","7.89922130024726e-15"
"1277","Mini Cooper Countryman","2020","1","-9.92660095271999e-15"
"1278","Mini Cooper Countryman","2020","2","-8.2882565812977e-15"
"1279","Mini Cooper Countryman","2020","3","-2.52174671360082e-14"
"1280","Mini Cooper/Mini Clubman","2018","1","0.0399999999998589"
"1281","Mini Cooper/Mini Clubman","2018","2","0.0399999999998618"
"1282","Mini Cooper/Mini Clubman","2018","3","-1.70280456401883e-13"
"1283","Mini Cooper/Mini Clubman","2019","1","-1.28119624057814e-13"
"1284","Mini Cooper/Mini Clubman","2019","2","-1.29155317788073e-13"
"1285","Mini Cooper/Mini Clubman","2019","3","-1.32283073384087e-13"
"1286","Mini Cooper/Mini Clubman","2020","1","-1.17877929639576e-13"
"1287","Mini Cooper/Mini Clubman","2020","2","-1.20986554108526e-13"
"1288","Mini Cooper/Mini Clubman","2020","3","0.124999999999929"
"1289","Mitsubishi Outlander","2018","1","-1.26536379617289e-14"
"1290","Mitsubishi Outlander","2018","2","-1.26787866035566e-14"
"1291","Mitsubishi Outlander","2018","3","-1.16009373274721e-14"
"1292","Mitsubishi Outlander","2019","1","-1.32898466768051e-14"
"1293","Mitsubishi Outlander","2019","2","0.111111111111096"
"1294","Mitsubishi Outlander","2019","3","-8.28398825884678e-15"
"1295","Mitsubishi Outlander","2020","1","9.34026834288839e-15"
"1296","Mitsubishi Outlander","2020","3","1.20430641163184e-14"
"1297","Nissan Altima","2018","1","-1.21070822983075e-14"
"1298","Nissan Altima","2018","2","-1.16846903383702e-14"
"1299","Nissan Altima","2018","3","-1.05332869902144e-14"
"1300","Nissan Altima","2019","1","-8.47238945667073e-15"
"1301","Nissan Altima","2019","2","0.0222222222222177"
"1302","Nissan Altima","2019","3","0.0499999999999946"
"1303","Nissan Altima","2020","1","8.29868004858935e-15"
"1304","Nissan Altima","2020","2","8.70295261017203e-15"
"1305","Nissan Altima","2020","3","1.11512299916082e-14"
