"","MMT","MY","MY_prob_rate"
"457","Nissan Murano",2018,0.00467948388610526
"458","Nissan Murano",2019,0.00320300956741607
"459","Nissan Murano",2020,0.00516826259174991
"460","Nissan Pathfinder",2018,0.0355882917971702
"461","Nissan Pathfinder",2019,0.0322880235756472
"462","Nissan Pathfinder",2020,0.0273333900654547
"463","Nissan Rogue",2018,0.00920699602955638
"464","Nissan Rogue",2019,0.00428893131345832
"465","Nissan Rogue",2020,0.00371176719222717
"466","Nissan Rogue Sport",2018,0.021045403206877
"467","Nissan Rogue Sport",2019,0.00759609974199156
"468","Nissan Rogue Sport",2020,0.0129887242522547
"469","Nissan Sentra",2018,0.00755569458779716
"470","Nissan Sentra",2019,0.00738676214095246
"471","Nissan Sentra",2020,0.0121377876881114
"472","Nissan Titan",2018,0.00938169778010724
"473","Nissan Titan",2019,0.0107638732003323
"474","Porsche 718 Boxster/718 Cayman",2018,0.0090494034571426
"475","Porsche 718 Boxster/718 Cayman",2019,0.00964248691132032
"476","Porsche 718 Boxster/718 Cayman",2020,0.0221876079213908
"477","Porsche 911",2018,0.00851966497094465
"478","Porsche 911",2019,0.0102062192808711
"479","Porsche 911",2020,0.0102925095494406
"480","Porsche Cayenne",2018,0.00923373421917489
"481","Porsche Cayenne",2019,0.00591162069437831
"482","Porsche Cayenne",2020,0.0104532542120222
"483","Porsche Macan",2018,0.00347631006085378
"484","Porsche Macan",2019,0.00626786391501327
"485","Porsche Macan",2020,0.00608299515703519
"486","Porsche Panamera",2018,0.0151256670855673
"487","Porsche Panamera",2019,0.0220602677975194
"488","Porsche Panamera",2020,0.0377000620259774
"489","Ram 1500 Classic",2019,0.00578897096625872
"490","Ram 1500 Classic",2020,0.0177491780692504
"491","Subaru Ascent",2019,0.0109061794321424
"492","Subaru Ascent",2020,0.00520851593714102
"493","Subaru Crosstrek/Subaru XV Crosstrek",2018,0.00190584065480117
"494","Subaru Crosstrek/Subaru XV Crosstrek",2019,0.00411514048191821
"495","Subaru Crosstrek/Subaru XV Crosstrek",2020,0.00178929438061371
"496","Subaru Forester",2018,0.00482747836950653
"497","Subaru Forester",2019,0.0062831816391887
"498","Subaru Forester",2020,0.00137901658687428
"499","Subaru Impreza",2018,0.00802511144556179
"500","Subaru Impreza",2019,0.00248986220290921
"501","Subaru Impreza",2020,0.00429605922047732
"502","Subaru Impreza WRX/STi/Subaru WRX/STi",2018,0.00838219449993331
"503","Subaru Impreza WRX/STi/Subaru WRX/STi",2019,0.0100586402400935
"504","Subaru Impreza WRX/STi/Subaru WRX/STi",2020,0.0131313394106891
"505","Subaru Legacy",2018,0.0119851418040595
"506","Subaru Legacy",2019,0.00457442261043797
"507","Subaru Legacy",2020,0.0108857169415243
"508","Subaru Outback",2018,0.00331193680184835
"509","Subaru Outback",2019,0.00552686255975141
"510","Subaru Outback",2020,0.00394854922273537
"511","Tesla Model 3",2018,0.0185577376604941
"512","Tesla Model 3",2019,0.0314191078672308
"513","Tesla Model 3",2020,0.0256711288315653
"514","Tesla Model S",2018,0.0142326473590777
"515","Tesla Model S",2019,0.0209405182823163
